transaction_amount,transaction_time,customer_age,account_balance,device_trust_score,location_risk,is_international,num_failed_logins
3298.028401342492,18,62,240653.1959071481,57.1682326099271,3.334369785895841,0,2
7824.07083207746,1,41,435335.0034505919,93.778763045879,45.529984774734345,0,4
1518.9814782062886,11,68,180363.06806493734,0.7591416173914123,15.096499313029488,0,3
16204.835957747313,16,40,463427.04466520617,57.267058319112095,82.35742773513071,1,0
774.7586881130901,9,29,349629.8330605388,71.71868897252715,31.366090917566858,0,2
43341.463395873194,1,66,129331.39087618921,74.50801711622181,45.40935446043325,0,1
14794.837762415114,5,47,282478.3759226239,90.49768817816813,42.87507412983116,0,3
2215.3944050588593,7,48,266982.2501826395,0.44016090037862776,77.25019656847066,0,1
55.37420375935475,18,45,69811.51204343665,0.03301592594764369,48.114435979597545,0,1
16898.96777486126,10,39,296030.2099695564,47.226346079521534,78.8958335010346,0,1
12270.959073870446,11,61,158078.02623476202,2.929370500537065,7.350827680267525,0,0
13056.62908787999,8,45,27122.03463799161,97.45325536623746,19.15939679029951,0,0
14752.145260435134,1,30,474379.42269557586,22.206517454139195,55.153424964636066,0,2
769.2926551379635,7,42,321103.6941630796,47.26647293648447,94.7088324752695,0,3
4438.926724162325,10,61,438582.54700355267,6.113763001222361,7.475784672178031,0,1
1231.5010460444964,20,68,338351.9465016133,52.20484161712585,4.308421615686431,0,3
19885.295716582226,3,63,179134.86237791635,37.99561251474085,15.655067492785568,0,3
9763.01191712374,9,24,256831.3480920769,4.466002887722375,64.11531288601566,0,1
4018.1880125130097,20,62,338197.63341324136,33.51242666962248,39.89929166702472,0,3
656.680658047829,19,23,480165.9102755173,39.14360202228556,82.55523794176862,0,1
3724.8835041035372,15,41,127581.06010172654,98.992149127494,7.1933151481365805,0,2
3933.1421318413136,7,36,437613.5522534347,20.788587191937545,19.641408681470107,0,3
13078.757839577409,3,36,462114.8248418404,54.47796153700997,30.002640546489566,0,1
10148.8935892602,9,53,335537.3418148193,98.73155491986286,62.67300866887852,0,6
21822.519124015147,11,68,465702.0470732676,79.20192079401352,68.51726903015472,1,5
6390.661333763098,13,26,199541.41515120686,99.33675008820889,12.420329396377383,0,2
1273.723936155019,15,65,476555.07184418093,96.82983146601693,94.38047089917396,0,1
12491.263443165994,21,76,351688.65570582147,48.95395420941543,34.104413519020916,0,1
14303.92753076864,17,53,21960.87794198714,69.63758498705658,71.31687630002831,0,1
8238.874948858287,20,55,453529.54307770735,11.04431269411511,52.42077189476988,0,0
14738.899667213645,21,57,242751.93170756308,44.11488250468019,22.27581135471066,0,2
6808.147315102779,20,76,230703.1654041386,80.90185422666974,84.6228323115411,0,1
7396.78838777267,11,46,283666.8363838375,50.53353209771434,81.82380281919299,0,1
5578.141939084274,17,41,75542.88883884273,70.26990328172319,39.607185391669006,0,3
257.4777399011373,6,65,235113.85823513192,74.57513299842769,58.86075856938554,0,1
1141.6743519186584,19,22,415732.4811421551,25.346914124289388,25.782569593593973,0,4
319.3368129305382,23,70,8725.747109620152,87.56993729425655,68.98516287463015,1,2
10117.295509275495,22,71,137185.66300186128,45.9822430909179,30.902681262043142,0,1
3773.9670879509986,6,59,2224.838635478266,21.018510362154373,84.40787343822349,1,0
7104.371771341901,8,72,208439.94326577432,86.54158817884438,21.73851042772743,0,2
23812.655298459755,0,62,364429.4397363736,41.781880610625365,1.480342281846414,0,0
2867.388229832983,5,78,399587.14272819966,75.03124383797197,26.850804196791845,0,2
5282.819748826726,5,43,472649.6908023763,54.80330722215929,19.10524864594867,0,1
14087.491475385834,21,31,304643.80187242245,38.18717522345004,50.82864397249243,0,0
2598.05156917394,11,56,128058.80645979484,80.98764150385693,20.37032916565763,0,1
801.0427855017637,21,46,462149.8266192128,58.446993164461304,76.31898707194948,0,1
3421.4030388705705,11,69,387882.5611863077,39.05621024270317,24.137063800400394,0,2
1758.0835850006285,9,23,287639.81301856914,10.959787033512702,70.69681799126558,0,2
26549.50085880625,22,24,348124.467643749,89.54453137667079,57.847092301372406,0,0
16508.870804845694,5,54,462233.86114870716,3.5469585341666554,98.62498564718844,0,1
10034.94190520531,16,70,356484.6202079879,86.31873483680562,99.99009770092316,0,4
20515.19730520813,18,35,184818.87928478228,35.996152488315545,86.95260833173299,0,1
16279.689407405564,17,40,356801.07294225926,63.93387635014059,75.99833692987511,0,0
2064.9547635863905,5,61,21098.803204958545,92.21997238356853,38.64564140005737,0,2
22308.13405235561,23,55,193821.36535346005,15.170661550389841,75.32767271313035,0,3
7750.99901966172,18,76,203755.19289094405,56.69504756388102,95.66755370794907,0,5
16473.482913035663,9,18,84252.27897599651,76.44328623701921,2.337757539544416,0,3
22642.426492862312,23,21,12519.654795333317,75.75838327190574,53.79147001977388,0,2
3827.307164183185,7,68,67557.23708223367,52.563191459950396,21.799830438843458,0,4
1165.9216012385084,20,61,327656.1264027305,62.47394599064581,55.78763158688504,0,0
2586.8674613938138,23,64,401342.1193654801,75.75269941328445,46.64470897588912,0,0
5570.576927486144,5,52,494113.5428707601,84.10276377574118,57.576858155228436,0,0
17038.29726638945,20,40,173835.38805113864,76.18130968758638,55.09622214187242,0,1
19713.449718798332,6,44,300090.2319082898,35.40049431812427,96.0107039168562,0,0
69.76409181650646,23,77,468635.33844074584,99.67264010577331,55.21861089347361,0,4
7148.761593385558,0,43,84353.84888773816,43.45026937193044,84.62320881248672,1,2
5402.733209186713,17,69,359105.1475850286,2.446470275893342,31.98202868008465,0,4
2511.6733827582448,23,77,377734.3878414324,36.2616951585462,43.81006887910489,0,4
1276.803915456468,19,25,45398.79239879985,12.778295457384326,47.04134760448099,0,0
4119.0857986243245,11,60,430763.44320634945,12.1442615728375,27.87280433353797,0,1
28631.2112269115,15,33,406739.4185083111,28.153504010689435,37.97902614779552,1,1
3903.838028814744,9,58,17668.10028213979,5.337549417726084,59.85130794667752,1,3
7314.528057601519,9,20,46451.12302514569,68.8512188409563,58.018776330453235,0,1
12140.869768808549,13,49,25514.32005203431,7.398888420190508,63.64353445734805,1,3
4519.7449896696235,19,22,168037.02236788176,20.32895554359562,35.18179154201411,0,2
35677.981382916994,9,37,255135.20634928317,9.289971449411938,31.58314951530571,0,2
32820.09864541398,9,31,266641.51624935976,6.316773090303107,61.161788275416306,1,1
2900.612949922053,10,77,134565.71312495187,26.775166553954165,13.286174842752496,0,0
6876.592784638472,22,49,455886.8463935768,57.189896766036995,25.303154353213998,1,1
3579.3046007904677,1,43,184763.13214608468,96.46855564468417,4.212773695299521,0,1
3352.4967638108174,19,64,23729.5278267109,87.55566543496063,7.261085259608013,0,1
375.8447776552253,7,23,150813.3286591518,87.59339254453248,24.338327926060888,1,7
9404.920709825932,22,76,266023.6018495336,17.606703603765762,1.9529280296919027,0,2
6985.196328296384,6,75,204702.6894715278,26.49071934978201,24.54105920874615,0,3
528.5108738039248,7,53,137647.4170305303,7.63933167953057,65.4976323062026,0,4
3266.2592101036935,0,57,66530.30163239439,77.84683399151851,6.110707846893304,0,2
23888.609510893402,20,68,409763.08554801863,6.981630148556195,43.6736677794641,1,1
2738.6055214207704,1,76,498076.47581997176,55.66956708208532,91.31087869195494,0,0
1565.3086098546976,17,22,165441.52462841716,24.787557232395073,79.12848289254009,0,2
6722.721094736363,14,30,191428.90104412535,24.344563402874474,30.543750229485724,0,2
42440.3698261526,0,49,309400.7248138016,99.07250552476052,92.4805479191647,1,2
2771.448135597262,4,33,359502.29589303513,75.67798069785374,32.96464967477248,0,6
11151.550102972933,1,18,196622.73786699204,83.69393582910502,7.251549633756249,0,1
14338.87626239463,19,30,452559.8289739258,57.198268534401265,99.40559567681136,0,4
2713.331723358058,2,71,280441.99062523025,87.10142873937492,87.00225271891718,0,2
13027.489284923162,18,28,225744.64812655956,64.54905391663529,46.593278330109236,0,0
4585.22799264304,17,70,323689.70382679265,94.61737047963453,66.6376524192404,0,4
10005.037477317714,21,25,476449.12027633743,28.133858604563677,67.12280778566702,0,2
10038.378271376383,17,42,397481.59491643106,59.5319545782895,19.448223073046034,0,2
7673.852499523488,13,57,20966.552137027047,69.01313479368922,20.00486331536323,0,3
946.2915881162096,23,49,166822.64545923987,39.29373050278067,46.958070335182576,1,1
18036.447942462968,7,41,235801.79779066012,87.97079824040533,91.15731401376979,0,0
3868.1029366739663,11,45,157944.26853234353,97.98031631041543,0.9993774858570781,0,0
2064.3210660755653,20,31,350393.5928543978,49.37694913726616,78.25056359493593,0,4
416.29759794345205,9,62,413308.30578142795,39.06406548043391,5.752678371465414,1,3
8937.784045945835,22,20,365941.2024974505,47.19379285564587,47.82221148831178,0,1
11318.51734267349,19,53,494677.31012730935,85.27367457319316,63.78728330734764,0,0
167.26947558470619,16,44,137001.27629862152,64.54684255181677,68.67592670824648,0,0
7176.305845494883,10,37,437619.7580171863,4.477237251809507,5.8479263615911385,1,1
2568.2414705495767,1,64,383544.7099220686,54.216991044571486,41.860361738396826,0,0
10361.24341547692,3,32,181727.2000215149,1.7300122740969814,58.38372605023247,0,2
1916.0422253913375,0,79,367328.14728482737,77.85353710034055,6.604553730600693,0,1
11742.125275677192,14,44,52933.90225270524,32.83122735424637,13.509455659530978,0,3
4889.587009811018,12,70,394877.4076879356,47.200748211732936,66.36489895040386,0,3
27603.43817804307,7,62,266632.9706909642,79.8678105907632,52.16381965906517,0,0
1479.4441343927895,3,58,146852.79618191734,4.644881728576156,16.182866126829055,0,3
4171.324339951718,9,45,328232.8735903059,15.854153559161045,53.523933691473346,0,2
1204.4428503699642,18,42,321168.3793584901,39.796037644511486,91.26923734444158,0,2
25861.903971507236,17,59,105533.62513708026,22.99251635455606,1.5587584775363927,1,2
20983.33707160994,4,78,16168.309990951542,33.79014257750631,64.26337734858546,0,5
2983.273700614889,18,61,217377.67086393526,99.8174737892465,7.365043460534193,0,4
10787.627390439146,22,63,285186.4228028662,82.54144375738107,0.6449442964700847,0,2
16994.840726392213,21,50,438426.0339069286,88.39018149601085,15.065448866063381,0,5
8101.32360686508,15,63,464180.1810281496,93.70546335657754,42.29066318539193,0,1
7542.79410193946,0,31,264873.8038602264,34.093588031419564,80.23439989819529,0,1
2768.7704543790314,11,25,377147.9384005039,29.70769577964727,28.178549660455865,0,2
977.2614047494072,23,65,220212.33289167046,23.40624925720749,62.56732123887586,0,2
22751.23225194523,1,31,373294.9961298736,83.01169113081227,41.115663795530665,0,0
23067.744276484267,20,18,103195.96094464429,67.9551862285185,23.433179196600797,0,2
10026.699194828847,7,33,186161.30266696218,23.61719824828773,51.42471142828586,0,1
4140.465098113239,17,35,317479.7714079938,37.69938292104549,79.74644903726232,0,2
4295.676158116439,15,24,10060.824837932336,50.67117639327983,83.24923700561442,0,0
12944.654297271181,4,32,361508.19385913806,52.81400572737537,84.65195318772368,0,3
22740.973491072524,21,41,417932.21513281524,88.87277285517146,33.85578125549794,0,3
21811.325693966133,12,66,200171.68888588177,38.05661329472163,79.34560647157531,0,2
15135.621919309033,18,68,224523.266171405,90.85240305005124,21.217845510890786,0,0
10273.10693567705,2,72,425789.82389604894,44.13675603197896,73.84251012428832,0,1
878.9172619608405,7,30,388051.66302769067,74.63726747923538,94.83844262726167,0,3
1762.942146834115,11,26,144786.59502765414,93.02543199850561,1.374383469095719,0,1
22882.305001775057,1,73,162664.07717420795,90.75757039632664,44.036393117879804,0,4
9324.939469655896,10,73,339760.2379629077,5.695286729568116,64.77709884140046,0,1
92.3960561099441,11,32,282035.84813163243,20.570429497656985,70.1775770487553,0,1
1069.9690143594933,17,74,81952.55597715198,47.69054255322751,17.60877582692022,0,2
10891.62387290241,12,75,155655.02470535404,43.15542899531073,97.21832752385929,0,2
50.744370517970026,4,52,450091.6551624484,64.0891664837207,61.5265367970973,0,2
1753.1581610419905,21,41,344399.04392440943,94.47090508254122,16.43406012282678,0,3
7956.978461389317,11,50,493001.1845250742,11.240471127794882,2.052251171251529,0,3
11773.152866548127,1,33,383739.25246040395,45.185866513424045,78.32641987897759,0,2
10554.414821352488,4,25,471045.24163965153,19.241103788713932,7.970473944545908,0,2
2539.4986730802448,6,46,108878.09836136723,89.41075983979475,14.105092107023653,0,1
12454.17288898539,23,40,385970.95253364596,96.45801858016529,57.48300268556906,1,1
2708.237590528059,11,62,11088.542553750918,47.87016818903501,60.350550344961974,0,1
3936.3490891808447,15,48,335709.2508340554,10.401029772814073,68.68871185923985,0,0
13723.575516657907,22,57,235171.85678200045,78.52946667226732,39.351401266362075,0,2
10487.73814302768,7,66,174033.27588811424,69.7141350492399,77.38986689668229,0,3
18919.56077463401,8,71,431339.77179425146,35.46708266103104,97.43585996158886,0,3
10718.132881697624,14,72,427279.5786361078,88.74074739689635,27.109494307988303,0,4
8400.443055872574,4,31,12128.550744423148,97.58318897827071,70.3028616537946,1,4
983.5706144841048,12,76,305143.05610226607,55.78538491301954,92.84686523951568,0,1
4584.1630720702005,4,70,184548.27993615725,56.57279113442924,68.62867626170427,0,6
3081.6014785883117,10,47,208414.83974872413,29.751350511377783,68.11094986442595,0,3
2797.0020366242125,9,70,416188.32887016924,58.45060359833142,22.37725690852066,0,1
36123.09406162926,19,56,155610.04599231147,43.964232052484654,53.51302003196929,0,2
4993.8749704002375,12,44,471581.35650817247,30.219102692805187,56.25228436045801,0,4
22260.552112485228,8,64,90637.27935969824,6.718519652390132,70.01295624559528,0,2
9973.343857364831,20,33,331698.48926072073,25.270785970912492,99.68214498961827,1,2
15838.252526883998,13,68,336380.4284398686,19.78546496776644,3.364382254376208,0,1
6984.353243887705,17,23,126845.38555253118,54.204198455394895,6.523266126748684,0,0
8601.55902641585,14,72,163050.5538746338,60.16700217635938,7.795006943091876,0,1
6782.934333416934,9,50,417564.4477973903,60.85717243060165,74.29791344889568,0,1
2172.148953252385,23,61,381140.82222252124,38.81810010456791,13.635379511075751,0,5
12817.618030658037,6,35,165218.844277065,42.1229733685496,62.245187449034525,0,1
3295.7736836626295,7,33,267444.31692053203,83.423842964064,32.46688778934585,0,2
246.16481080688615,2,29,31778.467830294634,47.62328135171624,45.7319956210711,1,1
10369.687862952738,14,37,105164.19531691598,98.77733321371224,21.56631598174139,0,4
1949.3357022482269,15,62,243424.45887133916,43.96172300088649,86.61065613045422,0,2
28210.831472733033,3,57,43900.893904326585,64.9580944617839,58.61503241630264,0,1
30775.624127880234,20,76,421822.8450910768,5.03629989933958,94.45632635822527,0,1
24635.098846338413,5,46,359285.09884371626,65.33399244188108,57.459624970432955,0,1
4622.873964973667,0,47,471873.2016535989,85.1426394415006,12.390803059694665,0,4
155.77315371944383,3,43,347039.98607604956,94.24578385332963,17.087043383847544,0,3
26355.234573318896,10,39,470260.2847588306,99.73206116397705,98.90739763678472,0,0
5589.382770530613,11,50,277701.76528979157,28.21786456492331,72.55651973308677,0,0
34008.42016122056,4,75,300509.08691992273,57.537006482571684,4.927875002908966,0,0
33137.35476130206,22,70,488508.55625850416,45.071798553214734,70.37810050346648,0,1
19173.87017179419,20,56,321422.4442852659,56.3817480575171,41.21730468096116,0,1
3487.760681721603,15,64,16362.497861512553,15.745295718984664,30.72083868231905,0,3
4862.919320986936,12,46,362177.58553863113,85.61495725959415,15.406079373053426,0,3
19047.266524780796,12,39,452828.8773765704,90.95689433445877,83.99039545565657,0,2
3811.462314307171,16,62,397994.544647369,44.966166311292255,6.384137898910069,0,4
1857.1861629575478,6,30,292332.8030400859,28.042986157357685,28.98354623796403,0,1
8137.3699206022775,7,77,335980.4530336647,14.083342765301232,30.638289382570438,0,2
27512.934708070417,12,26,495105.7028365842,68.37648247778044,16.090528396350035,0,0
11908.255977579372,22,41,46240.38216615983,31.22318396207352,50.818488328687025,0,1
8441.123364356556,15,32,333955.16948798654,90.95385699133887,1.1702626810892625,0,1
1022.2819734932289,3,53,142415.44959072632,67.101247484487,30.09755154104091,0,2
9545.307155177177,7,30,320405.10789649887,64.56853251742407,93.3629444033064,0,2
46105.697478463175,15,44,304204.16436608543,55.94021158982409,31.05295693420057,0,3
1509.2058664226415,20,61,77574.95922197288,4.577633942872561,36.04593871067516,0,2
7304.953249815037,9,54,104166.57622437934,93.1922435685587,47.31650482340716,1,1
20986.086379007946,11,24,311193.15944356355,62.793749329946,56.16933748514747,0,2
13500.3424835367,11,25,64986.74370458329,99.40619833831104,80.8708644820744,0,2
11940.74425301673,4,54,133325.2566900311,53.735640477288705,19.03212231560176,1,2
12122.875562244899,15,58,417787.5283212632,71.0110891906213,87.17463771925573,0,2
4454.923423149491,0,31,164218.66149481767,5.620955786622217,75.75493571438894,0,1
3475.620842670952,8,75,244542.0179785618,63.17361768234109,72.26503346615553,1,0
16573.745072597125,11,29,470629.0272377743,76.46496115903572,8.680457371463524,0,0
16613.281990870288,4,53,114347.3953296362,77.85142948525574,2.164068997458468,0,2
20179.50047367915,21,69,195423.3826616472,77.01116522302854,59.4012700908084,0,3
24446.159618366364,19,78,303622.42999622924,22.628262729366767,86.31339625231612,0,2
7160.932369329037,21,57,377914.1258224821,97.53984776052259,58.44414641406359,0,2
6961.843775511992,23,34,450925.03996963985,99.51821206249387,21.323486544553084,0,5
16009.499323084874,2,57,457821.02079918404,7.559587516160127,9.051989794921322,0,2
10497.190748878002,4,70,388543.39711193886,93.64464228117572,69.9596452817735,0,2
12105.50648511517,1,46,114937.08746006191,28.944919430436933,72.17702773178095,0,2
15886.194749542048,13,79,13379.855691240335,68.92840817509648,17.253170068710865,0,3
22073.23476346767,1,44,192503.19124745627,33.81109207361321,2.819031549653628,0,2
4124.824071376542,12,18,71632.87664292385,96.77543233731215,40.8283513223197,0,2
4709.367887275564,6,69,355483.4360717107,10.150385830353548,58.271870213302215,0,4
986.9603918736055,9,51,330904.16282603267,49.774681695637604,70.60024095671912,0,2
8634.140266094346,12,21,22941.849169105964,42.80477919420746,80.99450091529027,0,1
366.04104210856997,15,41,418460.2957863446,32.60234522779849,61.053742730673235,0,3
6266.069481821096,13,38,125122.88987929995,64.55339908801486,11.088060859848504,0,1
7822.94585687126,10,50,216681.31067003007,13.105574342166747,68.25816721424148,0,2
3376.306603145225,9,24,334298.9339924155,71.6662418133697,98.4176642894882,0,1
8936.325301461753,5,18,215279.9746392744,98.05921238047873,90.5584584597404,0,2
309.75062101474543,3,58,221202.61359717176,80.45587144686301,87.16689092695127,0,1
380.6349928278938,20,20,33748.36967253445,86.00167529095454,30.217015335834084,0,3
17293.51369538136,0,61,201320.3310807419,35.96367431790025,75.07881764540006,0,2
4465.850242077447,6,68,382659.09871677175,32.48866064812187,85.11034459651455,0,2
1358.8904129742798,23,32,457672.9922561123,51.70483546901332,67.83262046312632,0,2
7386.535882790156,8,48,207335.0713946225,4.572661476227269,25.056175656798054,0,1
14696.479404457352,7,71,212369.32761266036,94.53581344565326,95.38339718749583,0,3
2431.1800342990337,4,33,351610.9260555024,14.37851730161922,45.08194114586759,1,2
9752.196186564928,18,27,471443.228551533,90.30130391680925,12.98055586658794,0,2
892.1102898989728,9,71,134263.40917944076,8.35822220003557,10.9777895057392,0,2
530.650959103094,10,46,220631.95906243048,82.26249276785602,64.75189872990458,0,0
7579.08940625521,14,76,398190.6485325983,15.196252587821512,43.77096464167391,0,2
7779.104426947422,5,76,305237.0911176452,3.81316140914727,9.44838751789636,0,3
10145.37448204616,14,23,56182.58563801341,71.94894502594087,74.03645721560946,0,2
12949.605629166843,4,46,314238.6350455706,28.02653001744283,79.93251672586197,1,4
37235.57008699993,18,34,94186.39601406612,71.44961527843495,72.54156307864513,1,2
7262.9111923035625,21,70,255597.75110512367,55.50852504728198,20.226087768401293,1,2
3900.197141059788,18,77,265022.5305625588,10.880739023006559,68.97754559960694,0,4
15856.539797326863,9,39,438225.4777502674,93.21300733011637,1.0722802894385097,1,1
3158.514654361373,11,41,231784.64273220664,45.23141747634776,30.511213967840924,0,2
5779.834312733014,21,78,140441.76869571122,73.4447277798688,39.882153140754376,1,1
817.051685836699,3,34,116252.20775979976,50.10205720156251,83.52469488855016,0,2
256.7760954147438,17,38,437251.68646548374,60.436147496120476,39.03943730694043,0,3
32873.79923268602,15,68,86334.41635469596,30.277359235669245,1.1269446189398291,0,2
18077.676421150627,7,67,213508.4118806887,20.036030400345027,35.23464118280094,0,2
11906.427327993417,3,28,94399.38434854655,54.25702034080678,49.89240983592872,0,2
5258.596444651419,22,73,386878.7160170733,44.021897297100196,94.90047866727734,0,2
1903.0653614210873,11,24,237711.94734733488,39.01132134339331,94.10343037895447,0,2
1701.2074157285415,1,59,176220.7015878492,67.2567195094623,18.087403822141155,0,0
2880.059891265836,3,56,181188.72067260696,69.0506632011136,18.514654173945154,0,4
7967.906483133146,4,22,426254.88915476674,4.5920056091263035,16.33814564645505,0,0
12538.492877767758,2,61,277333.2031929246,33.874449424367214,78.89219324141033,0,2
10793.903496967985,8,65,359216.0577145005,41.17645502263774,0.6022040368406367,0,1
3284.122613889959,20,78,448622.2196090916,9.68921611641681,12.717719819187733,1,0
30981.034985563067,17,74,450969.09634428035,23.590086669828835,53.7959631644099,0,1
13390.174048752264,10,38,164926.01811459372,5.164179722275664,24.756206688676553,0,3
8082.304819313313,2,35,476273.18031004624,99.62420986170206,9.235645823926209,0,1
9460.30472037435,22,52,13413.065125288116,73.65572029698446,35.98780123338343,1,1
5440.378655320514,1,37,189040.94494706666,8.745015650275366,27.42076050602448,0,4
2846.612922740635,8,32,448003.62989691197,2.0249379790092115,51.11043065142845,0,1
4400.141293231124,13,22,138043.80302867448,71.92878001522803,97.92335938301959,0,3
14181.818477567133,3,30,137267.64371033787,43.91921656826669,12.430463681491844,0,3
144.98079720804276,8,68,152008.52025586247,78.6796709064576,37.27267048340943,1,3
1233.8039223997605,12,29,306544.37903861416,92.34760378183837,93.19850178724747,0,3
470.94376952520525,17,79,219728.05503156254,59.93003890163725,87.68730434938226,0,1
415.8145191729243,14,72,363640.6833403179,18.710842291725307,39.42710347842806,0,1
19342.030336156586,9,38,447560.41063976823,78.21940360464525,69.89532645197365,0,0
12162.406117006884,15,54,337425.4880964875,95.58117431743744,8.785701358134556,0,1
6427.845944128923,11,23,103028.89337859018,58.023128705995596,71.25410555436152,0,1
1029.5691844781325,19,24,466408.2692778906,68.19974472807336,97.28577294847415,0,1
6765.179657972332,4,43,132981.94380039177,33.747469503667304,53.74881528341916,0,4
6414.5033209437115,1,59,75797.2533687509,38.152769466031124,49.84902270344143,0,0
1901.9471280022499,9,65,45893.67215161949,73.46544978530639,18.731861970191034,0,2
5688.991313023238,0,25,282128.48659241665,92.77710984068192,63.37881989072919,0,6
5083.3661458320685,6,26,57767.46877784525,62.89883872243522,59.04372807789149,0,3
